seller_id,city,state,lat,lng
63ffcb71394dd8ea3872ed9ffda17c74,itaborai,RJ,-22.70666999999997,-42.896109999999965
83353a83fd769dfafa4f21a72b15e3e5,sao paulo,SP,-23.636521320012687,-46.77320758159732
cda598c48d7c614bc1cad7d8ff6f0010,mirassol,SP,-20.826509617243435,-49.49059546820425
d4910f1cdcfdabd48d6b316e395d4a23,santo andre,SP,-23.66875959201334,-46.53653409354255
709e16e2b25c7474d980076c6bfc4806,birigui,SP,-21.301705697260985,-50.33198634467411
9dc79dd988ac42f4d56c340d7048420a,sao paulo,SP,-23.541941545934563,-46.49095488842404
276677b5d08786d5dce7c2149dcce48b,belo horizonte,MG,-19.831098006665105,-43.94652358104908
9c4d31c7e46ab03a43fc06e3142afd4e,rio de janeiro,RJ,-22.887998108806,-43.27113442743371
512d298ac2a96d1931b6bd30aa21f61d,rio de janeiro,RJ,-22.907300762421368,-43.18372964446876
422be4cc81a457fdb46f47edeb968ae5,ibitinga,SP,-21.7664768468313,-48.83154737836604
99cd94252748d2bdde08e17858233602,sao paulo,SP,-22.92142919454418,-45.46479177296298
698624c6632eeba1774924dbea24c700,sao paulo,SP,-23.572330354982963,-46.66082327699232
8bb48dc19fccaa8613b6229bf7f452a2,assis,SP,-22.679653253935196,-50.44287891853987
ad87df7699e83b8a91822a4a0b765c3a,jaguariuna,SP,-22.689712550377955,-46.98249303136359
d6b664fa0667064c6d76394e7848d790,araraquara,SP,-21.787360438801997,-48.19339828795659
98f52e1020fe788c10c0418de4393fec,macae,RJ,-22.33224074792101,-41.74882256573231
62760d278921b5f352461620d68a9cee,salto,SP,-23.198860047870664,-47.29334560811024
eb72802c83dc7547529c9546d1a9b8ef,rio claro,SP,-22.38438072912452,-47.586364840844695
3f9be91358837bff69df67edfa3e42e8,londrina,PR,-23.31537709740904,-51.14494497224309
1d4587203296c8f4ad134dc286fa6db0,sao paulo,SP,-23.50403914126612,-46.7311139948641
791cfcfe22fe4a771ece27f90017da92,ribeirao preto,SP,-21.179578055269594,-47.81126902131619
392f7f2c797e4dc077e4311bde2ab8ce,rio de janeiro,RN,-22.842290284753936,-43.29762071175495
0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,MG,-21.69216794221008,-45.25804903964345
37be5a7c751166fbc5f8ccba4119e043,sao paulo,SP,-23.61411790980433,-46.60034800222169
87d73636a3acf123e842bb890a4db036,nhandeara,SP,-20.691381198603764,-50.04237071280033
3d3ccf2b2f8134b10dce9dd446f0e075,ibitinga,SP,-21.7664768468313,-48.83154737836604
e24d3429d294b2eb200b064ebb035879,sao paulo,SP,-23.535045041635392,-46.52060623633788
44073f8b7e41514de3b7815dd0237f4f,brasilia,DF,-15.84494561197996,-47.98527498130505
05ca864204d09595ae591b93ea9cf93d,barueri,SP,-23.507407290616538,-46.84703285302898
9d39404483343dd55c7ae254494d8388,sao paulo,SP,-23.54575105023373,-46.64132693574358
f9eda05b67bef472deaddbba84aca289,orleans,SC,-28.348012329033157,-49.30055430967754
75745ef7bc7d4f3ea3380f6f5303f514,brasilia,DF,-15.826958999999992,-47.92446674999999
0692610d8abe24f287e9fae90ea0bbee,sao paulo,SP,-23.4719444074384,-46.59864459256161
7b07b3c7487f0ea825fc6df75abd658b,sao paulo,SP,-23.50097763469062,-46.62712333406575
99002261c568a84cce14d43fcffb43ea,cuiaba,MT,-15.672887529119013,-56.06797233297959
e5899683388855d3dabe8913bbe365de,sao carlos,SP,-22.03342996672426,-47.91371971353119
784ba75dd9d20200c4caed3d7a77141a,sao paulo,SP,-23.540316757429707,-46.63735536871719
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,-23.549660117981254,-46.57027590146579
0ad80de75c811326389cfb1daba7d45e,rio de janeiro,RJ,-22.925732829755905,-43.22234726520112
b9a03475e6447e631b6799ec8274800f,formosa do oeste,PR,-24.295075877846465,-53.31189564832585
ba6b4a237f92479743cf0ca06b67a9ac,rio de janeiro,RJ,-22.933875887039065,-43.68870134055625
ea00f977a203ff88adf7057cb7806998,santos,SP,-23.93360892117263,-46.34716271579432
82e0a475a88cc9595229d8029273f045,sao paulo,SP,-23.539685940879476,-46.54635608021235
ad75519a07f039025e83795a4418470f,santa terezinha de goias,GO,-14.43468419408557,-49.70519241955994
34aefe746cd81b7f3b23253ea28bef39,curitiba,PR,-25.4439745033258,-49.32947681717858
ed4acab38528488b65a9a9c603ff024a,sao paulo,SP,-23.55860361532686,-46.43116232924525
f0837c8d71434931d9e38e7b79234797,arvorezinha,RS,-28.87262510202068,-52.17938515160991
fce62094ffe6a4009188ec44e681dfdd,sao paulo,SP,-23.664255516792647,-46.68857909339831
ebef8d8c92b4fd3226e5d407bbff21ac,ribeirao preto,SP,-21.210104711049134,-47.80139005429387
d73cbd89533ce8b041a9190241453ac8,guiricema,MG,-21.006684820194003,-42.71880215875891
75a4764c108403a7a0575140cb22287c,caxias do sul,RS,-29.173493709674137,-51.15643225763195
70c0fda4c313d87115644d39e62eec60,caruaru,PE,-8.286688780194964,-35.97116381695427
ffcfefa19b08742c5d315f2791395ee5,curitiba,PR,-25.42552957617298,-49.254479518177625
26e13b6ff5b641b329e5524241ee2c93,franca,SP,-20.530671079410943,-47.39851931627846
0ade5cc4a305ed7093a23f68ca47519c,curitiba,PR,-25.48129914876794,-49.27064708076061
fc59392d66ef99377e50356ee4f3b4e1,salvador,BA,-12.990463226579363,-38.49876206529916
b18dc380845b24038cfc48006478f099,diadema,SP,-23.69007059755325,-46.59995236023442
f22a247b79dd22ecd91dc8e3b2a1b07c,itaquaquecetuba,SP,-23.495851409134296,-46.35654557859026
889009a0ed0bb52c87819941192931b8,lencois paulista,SP,-22.60405058635247,-48.795055606488425
ffc470761de7d0232558ba5e786e57b7,guarulhos,SP,-23.464392221253405,-46.54273714209829
4c498c7345e89aebad651544829beca0,carapicuiba,SP,-23.57241932843741,-46.81653106742156
01bcc9d254a0143f0ce9791b960b2a47,uruacu,GO,-14.518522867646602,-49.1319174044097
f021c962aaba8ef6eb527a9c2c8394d1,itajai,SC,-26.91626999999994,-48.65245999999996
024b564ae893ce8e9bfa02c10a401ece,sao paulo,SP,-23.584265203445064,-46.53648617692888
a513150f33f99a06569e9cd5c4bb889b,sao paulo,SP,-23.581373061053768,-46.6178758329102
c1dde11f12d05c478f5de2d7319ad3b2,sao paulo,SP,-23.539494799586286,-46.63284391414975
02f5837340d7eb4f653d676c7256523a,curitiba,PR,-25.45385542382702,-49.286168717179294
7b98de631987e26dd6d803490c43a13c,loanda,PR,-22.931426544866625,-53.13375928731349
f12ff17ad8bbf01ec5c33b17e506649b,sao paulo,SP,-23.567258514570952,-46.58312233236194
a64e44665225d19dfc0277eeeaaccc57,sao paulo,SP,-21.881549344197197,-51.84621930031394
6a8a889bde935bafa76d7848782dfaf9,sao paulo,SP,-23.47666615958798,-46.68147008895491
42b6488f5b8246d9141712abd4b1b693,maringa,PR,-23.423386352936397,-51.95203743140284
d6cd01c59123df02fc226eadbadb5f89,sao paulo,SP,-23.536840620318525,-46.640393035807016
c8e135e7b21ecbc36c1153a29d2f5a06,sao paulo,SP,-23.568546850380155,-46.66483313596545
229c3efbfb0ea2058de4ccdfbc3d784a,belo horizonte,MG,-19.921126734952896,-43.94119674937962
f9a02f1922d1de564392e656d82b3fda,ferraz de vasconcelos,SP,-23.53524072482072,-46.36167384107207
9523fb39dd240aa958e040f8183d64f3,sao paulo,SP,-23.568722298084143,-46.61880092397124
95ec4458365c4d11f452ccf538377619,limeira,SP,-22.599254430886607,-47.37980963550319
6ec1a01e866584bb679eb9b098345919,santos,SP,-23.97025376741302,-46.31830300014421
f6122bc84774df1b372bdb3bb88ddb9f,barueri,SP,-23.53994293192069,-46.88676604933411
fa40cc5b934574b62717c68f3d678b6d,sao paulo,SP,-23.4719444074384,-46.59864459256161
623ad9d0c1e14bb5464a8c72bff7b4af,claudio,MG,-20.43773362250285,-44.75914024487753
c0098efcf800861dcae589affca31408,ribeirao preto,SP,-21.15471717346644,-47.79762442492353
a63bfbaa882c8f4542891b4e2246cc7f,niteroi,RJ,-22.939452538175548,-43.04198995476519
48b6c3f4c6a93171da04b75313f2130f,osvaldo cruz,SP,-21.78761366528708,-50.87213184519997
270d3ef21830ad0ecf3a6c53d08a533a,carapicuiba,SP,-23.54770711276392,-46.83422886223403
89c127985a8b130cfa45c1d36764017a,osasco,SP,-23.53366928919733,-46.780298393271465
8b2492b7ff4468839593fafeed55bad9,sao goncalo,RJ,-22.827869999999997,-43.01969625000001
1e9d5a33694bddb76316fd1f54734d20,jaciara,MT,-15.96144358856559,-54.96989318266728
5e49e3a44bdeb5aab2684258bbd4f525,balenario camboriu,SC,-26.999696999999948,-48.63513949999995
8e34331b7eedd03be4e5d965c1956225,sao paulo,SP,-23.587042499999995,-46.63573874999999
aaed1309374718fdd995ee4c58c9dfcd,timbo,SC,-26.83365489702238,-49.26170944102369
11d4c477d09821164bca4f70a2eae031,ribeirao preto,SP,-21.152969235356927,-47.77227625506376
ff314fa6033cc68ec451c47aee2d6ba4,sao paulo,SP,-23.571257720785987,-46.69633123175024
d1c7fa84e48cfa21a0e595167c1c500e,jacutinga,RS,-27.729372911015968,-52.537491045681705
c7246702dc991a06d788120dc7544391,fortaleza,CE,-3.75920950735759,-38.56668586011886
e819bcfade7b5d88a27325eb6cfd62c5,guarulhos,SP,-23.44020126089216,-46.42148489425242
6d2f2e3b539480db1e0842b3a4e32e6e,guarulhos,SP,-23.4691433119626,-46.54714331225105
e88165a185134e13fdfc85d4fa654db8,ferraz de  vasconcelos,SP,-23.56892589286744,-46.372428309048416
9e6229250fedbe05838fef417b74e7fb,mirandopolis,SP,-21.131534491601712,-51.10568265114781
5abb8ea023c77787f2c15da891c8d384,joinville,SC,-26.287890550358416,-48.778370341304736
1d953075c2f0dd990bacf27b83b330f1,belo horizonte,MG,-19.939688821541896,-43.97533764669048
817245bcc3badd82bbd222e0366951a6,bauru,SP,-22.353122459390228,-49.0981396206503
caa9bc43a9fe8cf9c564ddd8a03cc4a6,jacarei,SP,-23.30139631473257,-45.96172658840667
615005a3ef192c00c6f0e977cee3d2bc,itu,SP,-23.277113936724533,-47.27658838802001
1284de4ae8aa26997e748c851557cf0e,laranjeiras do sul,SP,-25.40409493828745,-52.41326011568435
5fd924b4836098a5be0ecf81ba054ce0,sao paulo,SP,-23.540811611431728,-46.506777407294166
7178f9f4dd81dcef02f62acdf8151e01,videira,SC,-27.00086872288371,-51.14532022116548
8132b9bd16876e1b0f8808d43825dd48,florianopolis,SC,-27.44750424718865,-48.39733340340489
3f995f07c49d0d55a99d5c54957f7d81,itapecerica da serra,SP,-23.68913659838998,-46.85084778934157
a6bd7d1ccdac48c6b33b28596b7eb122,mamanguape,PB,-6.825533064802394,-35.12509238324438
6650fcccd8cd2f7e55ffa524f30c4c59,sao paulo,SP,-23.56613158673322,-46.40933117430316
3db66a856d18a9cba7c9241fc5221c50,ponte nova,MG,-20.415339248383304,-42.89153741877715
8b181ee5518df84f18f4e1a43fe07923,goioere,SP,-24.18847968847047,-53.016364393737085
10ff823eda2b032e2c93d17a7d294736,pederneiras,SP,-22.3308507978399,-48.80069173298912
b4a476fbd28de64b1e347abf9089366a,itapevi,SP,-23.547864497191817,-46.92542765190682
39c763cca83e654764b7a4a650fb9b7c,goiania,GO,-16.649582610194585,-49.26427418270268
dadc51ef321949ec9a3ab25cd902e23d,sao paulo,SP,-23.724238064948917,-46.687786616711854
83b08de96980757220871b31bf6cffca,rio de janeiro,RJ,-22.88108747100233,-43.4710032485429
14a08204d03bb6b6bde8029f801ae0eb,sao paulo,SP,-23.539494799586286,-46.63284391414975
bee36b4f9a2b9fdcaff6ec05df202ed0,sao paulo,SP,-23.540691446852072,-46.57315915849145
28872dc528e978a639754bc8c2ce5a4c,caxias do sul,RS,-29.17755456451863,-51.16087871013524
c85d7b477a709c85a1e8b8f25aa1b270,sao bernardo do campo,SP,-23.662697333602686,-46.5741239317042
739c7d7be81f63812dea0d1b1451c651,campina grande,PB,-7.216958744936218,-35.88635353719198
657969cca82e884d272385ec0ef06edd,estancia velha,RS,-29.66684200084112,-51.15445514217226
455befea1bb853c75ccbca94cff26e5c,resende,RJ,-22.47805071801601,-44.50608144601535
800214c63934acd05d47e84214db8ba8,jaragua do sul,SC,-26.491731442148883,-49.07562289508913
5cf1ec37aea089f45110c70653a166ab,sao paulo,SP,-23.491089052455425,-46.5850818805182
0a82f5fb06a4fe4ac2cf7cb412ec71b8,sao paulo,SP,-23.595176189566608,-46.74183651471519
e45edf75f568ed2f93f78d060e246e25,rio de janeiro,RJ,-23.01133469499096,-43.45025641534424
3d621842b2ed28e2b474132480edac3c,sao paulo,SP,-23.515379054872383,-46.43703357172863
baf15155e37ef5492731459bdc05be8a,sao paulo,SP,-23.62885516348312,-46.731968359714834
c0aff2da32c17759d30b22fb0af6649d,florianopolis,SC,-27.536913214854422,-48.50901793197551
a17f621c590ea0fab3d5d883e1630ec6,sorocaba,SP,-23.489741556206333,-47.509921178602326
4deebb3199eeafb282ae33229144f94b,sao paulo,SP,-23.512668178041054,-46.58665534166385
9d69ba0a7a626a64dc5db08e529559cf,ribeirao preto,SP,-21.152969235356927,-47.77227625506376
f92d8c817434bd2d84d4e9c61322b7fa,sorocaba,SP,-23.53401196947312,-47.46735238343239
8ca5b19e0263150d2c57afdde2b3d011,maua,SP,-23.65984765821185,-46.41012686754482
eec3469d83e142f9a104886655338c37,bauru,SP,-22.32799872661436,-49.04464129765144
55bb6fe5bebe5012e2d7d9928e1128ff,bauru,SP,-22.333806,-49.0911435
d180e07dc1e58c31c3f0cd599dc4d945,belo horizonte,MG,-19.97683947121829,-44.00208279362338
d6b1ce66b035a475f00c017792ff9769,salto,SP,-23.175880576172972,-47.31592004954123
3aa3c89ae3cd482385568be76120f63c,goiania,GO,-16.73600057496822,-49.3025740827112
fe4cd9461203cee790d36792420b310f,caratinga,MG,-19.79022694508355,-42.14210229958086
c3aad7dc65449ae90a5e9c3c6c1e78e0,auriflama/sp,SP,-20.68604093423175,-50.55347736946949
f5fea3ffed6c2e889bab72705557c63a,rio de janeiro,RJ,-22.81037884041201,-43.32241089592587
ececbfcff9804a2d6b40f589df8eef2b,franca,SP,-20.50234199999999,-47.4215895
a254c682cc01e119f83530446f1df9a9,cafelandia,SP,-21.808017,-49.62064949999999
830379336fad8c6f3b15a4a3ddb5c66e,sao paulo,SP,-23.508810312539527,-46.66650083042868
7d13fca15225358621be4086e1eb0964,ribeirao preto,SP,-21.17121748495008,-47.81941847157649
1b4c3a6f53068f0b6944d2d005c9fc89,sao ludgero,SC,-28.327530882623098,-49.18050954005345
b92e3c8f9738272ff7c59e111e108d7c,uba,MG,-21.120087446232457,-42.91067895264525
b8555308bfdb4ca1ed54325a58da9a97,sao bernardo do campo,SP,-23.693028139881143,-46.54695362280001
71593c7413973a1e160057b80d4958f6,sao paulo / sao paulo,SP,-23.54354994809283,-46.55013560866177
1dc2de47ee26a0a5b12dc14fd6dc0dea,ibitinga,SP,-21.7664768468313,-48.83154737836604
6c6e3d67f969468f3bfd33f827a31222,maringa,PR,-23.386583094415077,-51.905343129948655
66d5ae34537110d3affc56174dad2b2f,sao jose do rio preto,SP,-20.832391979671076,-49.33780073339066
781a66c0d89e30814d49fe8b5e14cd07,campinas,SP,-22.89149811512646,-47.14575284988991
a4bd6e9adf39b63f43dc545d3ca1f53d,rio de janeiro,RJ,-22.83010677604002,-43.27754866983109
f88adb15807168d3c43d71021090ce4a,porto ferreira,SP,-21.858555070695942,-47.48403458197557
fa8d335d68129e464e60c1826a683e96,tres coroas,RS,-29.517801962425995,-50.765753555126814
f12d3c2a14729ae461b920c11fe20fdc,santo andre,SP,-23.644438912091005,-46.53988531353385
4917cee8d902e13428c3ec4b1ca6f315,blumenau,SC,-26.882803470063276,-49.10761309562108
741f8c587cb4248ebc5b779a0e8e0e51,santo andre,SP,-23.668312295314184,-46.50547970468581
4bcec44888b30ba9001234c534716d3f,santo andre,SP,-23.61571809769749,-46.53118432278263
a663d9c3797e90eac99ff60939416a56,sao paulo,SP,-23.58353292305826,-46.48957476496762
dff87e4de60c9736ce8df835951b09bc,sao paulo,SP,-23.548274607140105,-46.59015964281348
ac1ed5fc15901fbc92920361eb4ab350,sao paulo,SP,-23.554597380692613,-46.57370400298258
f9903dd0f812c7e771fcad47b6fff231,blumenau,SC,-26.88088214922204,-49.14153434581907
ac9b01377919cdbd2a1bbb8d5837c70b,mogi das cruzes,SP,-23.517127104923187,-46.19066721624193
5011f0d93373a4c5753adf58ca77af8d,santos,SP,-23.933071987144555,-46.32396741794616
a4e634166243bbb3a13fa584463fa468,osasco,SP,-23.507298266732708,-46.77267139333711
50bf89f1349bc0409a268c3a49678009,jaci,SP,-20.889600826708687,-49.57165655226015
50c9975695009e5e6473912e83a6d1da,claudio,MG,-20.43773362250285,-44.75914024487753
42d4b7e70819438f5ada61c965e92d7e,goiania,GO,-16.667759999999944,-49.26147649999996
7aa4334be125fcdd2ba64b3180029f14,laranjal paulista,SP,-23.03582473318652,-47.8363026594829
b14db04aa7881970e83ffa9426897925,sorocaba,SP,-23.53401196947312,-47.46735238343239
fac1a9017ade7bdc94058fc1c969f355,sao paulo,SP,-23.52915073382772,-46.64042336234055
31ae0774c17fabd06ff707cc5bde005f,americana,SP,-22.737278419931872,-47.31266995989381
f0ec6a2adb05c62655a26dd347b8dede,sao paulo,SP,-23.55001132944774,-46.64818240521669
cc1f04647be106ba74e62b21f358af25,sao paulo,SP,-23.485809164031377,-46.68889056841136
1099a00e0ee3a50935e6c2447ca090c5,rio de janeiro,RJ,-22.89344332944775,-43.22413070370488
3d700782d7818f2c1e0d7a9e9d75fc00,sertanopolis,SP,-23.060541192225852,-51.03218870823536
a3e9a2c700480d9bb01fba070ba80a0e,ibitinga,SP,-21.7664768468313,-48.83154737836604
c3f5668699a1b04c0fa61ecea1e2bff6,apucarana,PR,-23.55529114283934,-51.45250563380107
80f2cf9abf6b5a0e5c612b5eea6646e6,sao jose do rio preto,SP,-20.77693393507797,-49.38713234157808
516e7738bd8f735ac19a010ee5450d8d,rio de janeiro,RJ,-22.93781597002137,-43.17619884430715
4fe2f67634d00c021aa01f96b6f2d68e,maringa,PR,-23.386583094415077,-51.905343129948655
9f505651f4a6abe901a56cdc21508025,sao paulo,SP,-23.59272363197529,-46.6315844403312
17adeba047385fb0c67d8e90b4296d21,guarulhos,SP,-23.46712354010617,-46.554768775463096
7142540dd4c91e2237acb7e911c4eba2,penapolis,SP,-21.426570046543283,-50.06791761043272
